,area,distance to Roads,distance to Electrical lines,distance to Water,shape_factor,grassland,dry savanna,orchard,agriculture with vegetation,arable land,inner swamp,complex culture systems,Elevation mean,Elevation std,Slope mean,Slope std,Aspect mean,Aspect std,time to resource 0,time from resource 0,fuel consumption to resource 0,fuel consumption from resource 0,time to resource 1,time from resource 1,fuel consumption to resource 1,fuel consumption from resource 1,time to resource 2,time from resource 2,fuel consumption to resource 2,fuel consumption from resource 2,time to resource 3,time from resource 3,fuel consumption to resource 3,fuel consumption from resource 3,time to resource 4,time from resource 4,fuel consumption to resource 4,fuel consumption from resource 4,time to resource 5,time from resource 5,fuel consumption to resource 5,fuel consumption from resource 5,time to resource 6,time from resource 6,fuel consumption to resource 6,fuel consumption from resource 6
71,99097.61,1748.16,5065.44,1462.76,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,4.03,4.56,1.20,212.64,22.01,3.63,5.09,106.10,223.02,3.88,5.43,105.98,222.79,2.92,3.97,77.99,163.90,1.28,1.72,34.67,74.02,0.65,0.88,18.42,39.88,0.72,0.94,19.19,40.87,5.72,8.79,150.70,310.18
72,100000.00,1412.70,4955.36,1538.84,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.89,2.96,2.57,2.06,242.16,96.91,3.63,5.09,106.10,223.05,3.88,5.43,105.98,222.82,2.92,3.97,77.99,163.93,1.28,1.72,34.67,74.05,0.65,0.88,18.42,39.91,0.72,0.94,19.19,40.90,5.72,8.79,150.69,310.18
73,100000.00,1508.26,4779.93,1277.05,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20.07,5.81,5.50,1.14,281.73,43.33,3.62,5.09,105.95,222.73,3.87,5.43,105.83,222.50,2.91,3.96,77.84,163.61,1.27,1.72,34.52,73.73,0.64,0.87,18.27,39.59,0.71,0.93,19.04,40.58,5.71,8.78,150.78,310.64
74,100000.00,1498.51,4545.53,1007.18,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,6.31,5.68,2.55,198.86,138.72,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
75,98720.85,1827.75,4787.52,1109.24,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.38,2.92,3.34,2.04,235.59,82.85,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
76,100086.75,2078.49,4849.67,1082.90,0.63,1.00,0.00,0.00,0.00,0.00,0.00,0.00,32.33,1.19,1.40,1.12,147.27,83.44,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
77,100000.00,1245.46,5143.33,1405.97,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,1.20,0.84,0.37,98.05,90.69,3.63,5.10,106.26,223.41,3.89,5.44,106.14,223.18,2.93,3.98,78.15,164.29,1.28,1.73,34.83,74.41,0.66,0.89,18.58,40.27,0.73,0.95,19.35,41.26,5.73,8.80,150.52,309.85
78,97712.04,1784.78,5284.93,1270.50,0.61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.71,1.39,2.86,2.89,62.97,42.41,3.64,5.11,106.35,223.57,3.89,5.45,106.22,223.33,2.93,3.98,78.23,164.44,1.28,1.74,34.91,74.57,0.66,0.89,18.66,40.42,0.73,0.95,19.43,41.41,5.73,8.80,150.45,309.66
79,102379.02,1689.48,5523.84,1495.41,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.89,5.22,5.89,3.78,61.79,80.89,3.71,5.21,107.99,227.89,3.96,5.55,107.86,227.65,3.00,4.08,79.87,168.77,1.35,1.84,36.55,78.89,0.73,1.00,20.30,44.74,0.80,1.05,21.07,45.74,5.76,8.84,148.42,306.16
80,100000.00,1550.90,5256.20,1791.84,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.81,3.07,2.84,2.12,159.64,143.40,3.63,5.10,106.11,223.22,3.88,5.44,105.98,222.98,2.92,3.97,78.00,164.10,1.28,1.73,34.68,74.22,0.65,0.88,18.43,40.07,0.72,0.94,19.19,41.07,5.72,8.79,150.62,310.17
81,102970.24,1934.46,5590.46,2094.74,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.19,3.54,3.99,2.75,56.09,49.40,3.71,5.21,107.99,227.89,3.96,5.55,107.86,227.65,3.00,4.08,79.87,168.77,1.35,1.84,36.55,78.89,0.73,1.00,20.30,44.74,0.80,1.05,21.07,45.74,5.76,8.84,148.42,306.16
82,98807.23,2235.40,5470.84,1864.57,0.57,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.60,7.59,4.55,2.82,134.75,103.86,3.71,5.21,107.99,227.89,3.96,5.55,107.86,227.65,3.00,4.08,79.87,168.77,1.35,1.84,36.55,78.89,0.73,1.00,20.30,44.74,0.80,1.05,21.07,45.74,5.76,8.84,148.42,306.16
83,97720.30,813.95,3901.94,764.54,0.52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,19.46,6.81,5.70,2.35,213.64,112.68,3.61,5.06,105.42,221.82,3.86,5.40,105.29,221.58,2.90,3.93,77.30,162.70,1.25,1.69,33.98,72.82,0.63,0.85,17.73,38.67,0.70,0.90,18.50,39.67,5.70,8.75,150.63,310.39
84,99512.22,1115.11,3476.29,260.47,0.44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,32.38,3.20,3.73,1.42,98.54,111.29,3.60,5.04,104.95,220.98,3.85,5.38,104.83,220.75,2.89,3.91,76.84,161.86,1.24,1.67,33.52,71.98,0.62,0.82,17.27,37.84,0.69,0.88,18.04,38.83,5.69,8.73,150.16,309.55
85,100000.00,957.75,3680.41,464.94,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,8.59,4.44,2.66,269.33,110.69,3.60,5.05,105.34,221.57,3.86,5.39,105.22,221.34,2.90,3.93,77.23,162.45,1.25,1.68,33.91,72.57,0.63,0.84,17.66,38.43,0.70,0.90,18.43,39.42,5.70,8.75,150.55,310.14
86,100075.03,728.43,3520.70,382.48,0.43,1.00,0.00,0.00,0.00,0.00,0.00,0.00,26.71,7.51,4.07,2.48,247.37,96.42,3.60,5.05,105.26,221.36,3.85,5.39,105.13,221.12,2.89,3.92,77.15,162.23,1.25,1.68,33.83,72.36,0.62,0.84,17.58,38.21,0.69,0.89,18.34,39.20,5.69,8.74,150.47,309.93
87,100858.37,472.53,3271.67,317.11,0.61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.75,1.15,1.22,0.88,162.74,91.76,3.59,5.03,104.89,220.81,3.85,5.37,104.76,220.57,2.89,3.91,76.78,161.69,1.24,1.66,33.46,71.81,0.62,0.82,17.21,37.66,0.69,0.88,17.97,38.66,5.69,8.73,150.10,309.38
88,99928.29,171.12,3098.66,431.94,0.60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,28.05,6.64,5.51,4.18,227.73,116.24,3.60,5.05,105.26,221.27,3.85,5.39,105.13,221.04,2.89,3.92,77.14,162.15,1.25,1.68,33.83,72.27,0.62,0.84,17.57,38.13,0.69,0.89,18.34,39.12,5.69,8.74,150.47,309.84
89,100000.00,1669.69,4093.21,386.26,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.75,3.11,3.31,1.68,71.94,99.46,3.60,5.05,105.35,221.59,3.86,5.39,105.23,221.36,2.90,3.93,77.24,162.47,1.25,1.68,33.92,72.59,0.63,0.84,17.67,38.45,0.70,0.90,18.44,39.44,5.70,8.75,150.56,310.16
90,100000.00,1435.75,4243.84,699.25,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,24.29,6.04,4.68,2.33,179.87,110.97,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
91,100000.00,1749.50,4446.20,747.18,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,28.93,3.04,2.37,0.97,215.26,125.57,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
92,100000.00,1115.63,4024.44,806.14,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,23.40,8.52,6.12,2.73,247.92,35.03,3.60,5.06,105.42,221.73,3.86,5.40,105.29,221.49,2.90,3.93,77.30,162.60,1.25,1.69,33.98,72.73,0.63,0.85,17.73,38.58,0.70,0.90,18.50,39.57,5.70,8.75,150.63,310.30
93,100000.00,1274.71,3902.12,468.50,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,34.14,3.50,3.34,1.97,199.96,43.86,3.60,5.05,105.32,221.40,3.85,5.39,105.19,221.17,2.89,3.93,77.21,162.28,1.25,1.68,33.89,72.40,0.62,0.84,17.64,38.25,0.70,0.90,18.40,39.25,5.69,8.75,150.53,309.97
94,101333.87,1445.63,3794.43,202.62,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.14,4.84,4.91,1.95,134.57,38.83,3.60,5.04,105.07,221.20,3.85,5.38,104.94,220.97,2.89,3.92,76.96,162.08,1.25,1.67,33.64,72.20,0.62,0.83,17.39,38.06,0.69,0.89,18.15,39.05,5.69,8.74,150.28,309.77
95,98281.90,2624.04,4366.00,501.28,0.53,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.31,3.52,2.97,1.06,236.61,73.03,3.60,5.04,105.02,220.98,3.85,5.38,104.89,220.75,2.89,3.91,76.91,161.86,1.24,1.67,33.59,71.98,0.62,0.83,17.34,37.84,0.69,0.88,18.10,38.83,5.69,8.73,150.23,309.55
96,99796.18,2335.57,4355.54,470.47,0.60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,25.33,4.37,3.59,1.06,196.16,53.17,3.60,5.05,105.35,221.59,3.86,5.39,105.23,221.36,2.90,3.93,77.24,162.47,1.25,1.68,33.92,72.59,0.63,0.84,17.67,38.45,0.70,0.90,18.44,39.44,5.70,8.75,150.56,310.16
97,100321.89,2174.79,4132.66,245.63,0.52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.60,1.54,2.58,1.61,184.80,131.28,3.60,5.04,105.07,221.20,3.85,5.38,104.94,220.97,2.89,3.92,76.96,162.08,1.25,1.67,33.64,72.20,0.62,0.83,17.39,38.06,0.69,0.89,18.15,39.05,5.69,8.74,150.28,309.77
98,100693.53,1885.13,4077.11,295.84,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,25.84,3.05,4.22,2.47,125.34,129.48,3.60,5.04,105.02,221.20,3.85,5.38,104.89,220.97,2.89,3.91,76.91,162.08,1.25,1.67,33.59,72.20,0.62,0.83,17.34,38.06,0.69,0.89,18.10,39.05,5.69,8.74,150.23,309.77
99,100950.29,2194.14,4651.62,807.89,0.55,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.20,2.76,1.86,1.98,109.00,95.85,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
100,100000.00,2011.13,4427.60,630.30,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.71,1.97,1.57,0.72,163.82,110.32,3.61,5.06,105.42,221.82,3.86,5.40,105.29,221.58,2.90,3.93,77.30,162.70,1.25,1.69,33.98,72.82,0.63,0.85,17.73,38.67,0.70,0.90,18.50,39.67,5.70,8.75,150.63,310.39
101,98644.09,1186.51,5177.32,779.63,0.57,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.33,5.85,5.94,1.76,125.49,35.94,3.72,5.19,107.81,227.36,3.97,5.53,107.68,227.12,3.01,4.06,79.70,168.24,1.37,1.82,36.38,78.36,0.74,0.98,20.13,44.21,0.69,0.88,17.98,38.55,5.69,8.73,150.10,309.22
102,101660.08,798.27,5003.86,535.91,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.67,2.62,1.92,1.26,156.31,108.94,3.72,5.19,107.81,227.36,3.97,5.53,107.68,227.12,3.01,4.06,79.70,168.24,1.37,1.82,36.38,78.36,0.74,0.98,20.13,44.21,0.69,0.88,17.98,38.55,5.69,8.73,150.10,309.22
103,102262.90,1024.66,4905.00,535.75,0.69,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.71,2.35,3.13,2.11,139.77,53.97,3.72,5.19,107.81,227.36,3.97,5.53,107.68,227.12,3.01,4.06,79.70,168.24,1.37,1.82,36.38,78.36,0.74,0.98,20.13,44.21,0.69,0.88,17.98,38.55,5.69,8.73,150.10,309.22
104,99170.53,1362.70,4979.25,552.70,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.60,6.36,5.84,2.08,93.02,35.02,3.72,5.19,107.81,227.36,3.97,5.53,107.68,227.12,3.01,4.06,79.70,168.24,1.37,1.82,36.38,78.36,0.74,0.98,20.13,44.21,0.69,0.88,17.98,38.55,5.69,8.73,150.10,309.22
105,100261.20,1625.19,5139.90,735.51,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.32,1.95,2.56,2.22,154.98,88.96,3.72,5.19,107.81,227.36,3.97,5.53,107.68,227.12,3.01,4.06,79.70,168.24,1.37,1.82,36.38,78.36,0.74,0.98,20.13,44.21,0.69,0.88,17.98,38.55,5.69,8.73,150.10,309.22
106,99866.50,1645.96,4805.49,490.53,0.59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.06,2.54,1.59,0.75,126.52,102.01,3.69,5.15,107.09,225.66,3.94,5.49,106.97,225.42,2.98,4.02,78.98,166.54,1.34,1.78,35.66,76.66,0.71,0.94,19.41,42.51,0.66,0.84,17.26,36.85,5.66,8.69,149.39,307.57
107,47785.69,1468.20,4809.82,395.23,0.52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,28.42,3.35,3.00,2.11,116.00,98.43,3.72,5.19,107.81,227.36,3.97,5.53,107.68,227.12,3.01,4.06,79.70,168.24,1.37,1.82,36.38,78.36,0.74,0.98,20.13,44.21,0.69,0.88,17.98,38.55,5.69,8.73,150.10,309.22
108,99032.15,793.50,1178.66,172.46,0.49,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.26,3.37,1.90,1.19,145.64,135.21,2.44,3.48,74.13,155.29,2.70,3.82,74.01,155.06,1.74,2.36,46.02,96.17,0.09,0.11,2.70,6.29,1.04,1.43,29.54,62.30,1.75,2.35,47.38,100.06,6.75,10.20,179.51,370.78
109,32384.04,792.98,900.82,225.29,0.36,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.69,1.14,0.90,0.42,214.92,95.34,2.43,3.48,73.96,154.84,2.69,3.82,73.83,154.60,1.73,2.35,45.85,95.71,0.08,0.11,2.53,5.84,0.98,1.37,27.90,58.89,1.70,2.28,45.74,96.65,6.70,10.13,177.86,367.37
110,98547.23,762.45,2106.84,481.06,0.65,1.00,0.00,0.00,0.00,0.00,0.00,0.00,25.46,6.18,4.90,2.77,184.91,84.55,3.80,5.34,111.40,233.43,4.05,5.67,111.28,233.19,3.10,4.21,83.29,174.31,1.45,1.96,39.97,84.43,0.82,1.12,23.72,50.28,0.52,0.65,13.43,27.82,5.52,8.50,145.56,298.54
111,99805.43,432.70,2292.82,314.64,0.55,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.87,1.93,2.50,2.16,138.42,87.59,3.80,5.33,111.32,233.20,4.05,5.67,111.19,232.97,3.09,4.21,83.21,174.08,1.45,1.96,39.89,84.20,0.82,1.12,23.64,50.06,0.52,0.65,13.35,27.59,5.52,8.50,145.47,298.32
112,101326.12,390.14,2041.38,245.01,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.57,1.84,1.89,1.36,135.64,80.70,3.78,5.32,110.87,232.26,4.04,5.65,110.74,232.03,3.08,4.19,82.75,173.14,1.43,1.94,39.43,83.26,0.81,1.10,23.18,49.11,0.50,0.63,12.89,26.65,5.50,8.48,145.02,297.37
113,99862.46,619.52,1984.22,396.29,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.83,6.55,7.09,2.51,122.22,85.50,3.78,5.31,110.79,232.10,4.03,5.65,110.66,231.87,3.08,4.19,82.67,172.98,1.43,1.94,39.35,83.10,0.80,1.10,23.10,48.96,0.50,0.63,12.81,26.49,5.50,8.48,144.94,297.21
114,99329.13,960.14,1633.25,533.80,0.54,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,5.37,4.33,4.00,121.59,76.49,3.78,5.31,110.69,231.82,4.03,5.65,110.56,231.59,3.07,4.18,82.58,172.70,1.43,1.94,39.26,82.82,0.80,1.10,23.01,48.68,0.50,0.63,12.72,26.21,5.50,8.48,144.84,296.94
115,98899.48,989.99,1372.36,383.76,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.89,0.97,1.01,0.38,181.08,73.67,3.78,5.30,110.61,231.68,4.03,5.64,110.49,231.45,3.07,4.18,82.50,172.56,1.42,1.93,39.18,82.68,0.80,1.09,22.93,48.53,0.49,0.62,12.64,26.07,5.49,8.47,144.77,296.79
116,102030.99,569.87,1657.39,392.16,0.59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.94,2.58,1.72,2.16,142.15,122.12,3.78,5.31,110.71,231.94,4.03,5.65,110.58,231.71,3.07,4.18,82.60,172.82,1.43,1.94,39.28,82.94,0.80,1.10,23.03,48.80,0.50,0.63,12.74,26.33,5.50,8.48,144.86,297.06
117,52200.24,766.65,1785.91,584.49,0.52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.08,4.01,4.10,3.79,192.53,141.14,3.78,5.31,110.69,231.90,4.03,5.65,110.56,231.67,3.07,4.18,82.58,172.78,1.43,1.94,39.26,82.90,0.80,1.10,23.01,48.76,0.50,0.63,12.72,26.29,5.50,8.48,144.84,297.02
118,98135.98,985.88,969.83,113.29,0.36,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.44,4.22,2.50,2.81,190.46,92.19,3.96,5.54,115.69,243.15,4.21,5.88,115.56,242.91,3.25,4.42,87.58,184.02,1.61,2.17,44.26,94.14,0.98,1.33,28.01,60.00,0.26,0.33,6.38,12.89,5.17,8.08,136.10,279.30
119,100193.67,532.79,1191.93,184.66,0.24,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.94,1.73,1.63,1.58,147.78,68.77,3.98,5.56,115.98,243.80,4.23,5.90,115.86,243.56,3.27,4.44,87.87,184.67,1.63,2.19,44.55,94.79,1.00,1.35,28.30,60.65,0.26,0.33,6.35,13.00,5.20,8.11,136.71,280.51
120,102712.83,224.73,931.42,320.62,0.35,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.68,4.58,3.50,2.26,102.46,46.02,3.97,5.56,115.88,243.51,4.22,5.89,115.75,243.28,3.26,4.43,87.77,184.39,1.62,2.18,44.45,94.51,0.99,1.34,28.20,60.37,0.26,0.33,6.37,12.76,5.19,8.11,136.61,280.22
121,66089.08,446.16,4430.75,169.76,0.22,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.82,0.98,0.65,0.33,208.54,109.07,3.98,5.57,116.16,244.07,4.23,5.91,116.03,243.84,3.28,4.44,88.05,184.95,1.63,2.20,44.73,95.07,1.00,1.36,28.48,60.93,0.22,0.28,5.46,11.20,5.21,8.12,136.94,281.12
122,99536.93,560.71,1472.52,358.43,0.56,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.53,1.33,1.24,0.96,155.12,68.26,3.55,4.99,104.02,218.62,3.80,5.33,103.89,218.38,2.84,3.86,75.90,159.49,1.19,1.62,32.58,69.62,0.57,0.77,16.33,35.47,0.65,0.85,17.10,36.46,5.65,8.70,149.23,307.19
123,19141.69,411.32,1171.28,381.18,0.34,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.90,1.70,1.68,0.65,236.54,42.67,3.54,4.98,103.90,218.09,3.79,5.32,103.77,217.85,2.83,3.85,75.78,158.96,1.19,1.61,32.46,69.09,0.56,0.76,16.21,34.94,0.64,0.84,16.98,35.93,5.64,8.69,149.11,306.66
124,99739.85,561.81,1048.35,1690.68,0.37,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.14,5.67,3.76,2.22,102.14,74.69,2.42,3.46,73.42,153.82,2.68,3.80,73.29,153.58,1.72,2.33,45.31,94.70,0.07,0.09,1.99,4.82,1.02,1.41,28.83,60.83,1.73,2.32,46.67,98.59,6.73,10.17,178.80,369.31
125,100187.27,1022.20,1305.86,262.93,0.42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,5.48,4.87,2.26,157.28,92.57,2.40,3.44,72.93,152.72,2.66,3.78,72.80,152.48,1.70,2.31,44.82,93.60,0.05,0.07,1.50,3.72,1.02,1.41,28.91,60.84,1.73,2.32,46.75,98.60,6.73,10.17,178.88,369.32
126,101813.61,311.91,1884.28,982.54,0.24,0.43,0.57,0.00,0.00,0.00,0.00,0.00,11.72,3.03,2.75,1.17,138.14,113.29,2.45,3.50,74.33,155.86,2.70,3.84,74.20,155.63,1.74,2.37,46.21,96.74,0.10,0.13,2.89,6.86,1.04,1.45,29.73,62.87,1.76,2.36,47.57,100.63,6.76,10.21,179.70,371.35
127,97722.67,772.55,1566.61,545.53,0.54,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.39,3.79,3.11,2.46,161.28,82.66,2.43,3.47,73.84,154.71,2.69,3.81,73.71,154.47,1.73,2.35,45.72,95.59,0.08,0.10,2.41,5.71,1.03,1.42,29.25,61.72,1.74,2.34,47.09,99.48,6.74,10.19,179.21,370.20
128,82573.48,1367.42,1654.50,376.01,0.38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20.62,6.28,3.94,1.65,114.46,73.40,2.40,3.44,72.89,152.67,2.66,3.78,72.76,152.44,1.70,2.31,44.77,93.55,0.05,0.07,1.46,3.67,1.02,1.41,28.94,60.93,1.73,2.32,46.78,98.69,6.73,10.17,178.90,369.41
129,100069.75,385.73,3904.92,434.47,0.61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.09,1.88,4.75,2.54,207.96,119.44,3.62,5.09,106.00,222.80,3.87,5.43,105.88,222.56,2.91,3.96,77.89,163.67,1.27,1.72,34.57,73.79,0.64,0.88,18.32,39.65,0.71,0.93,19.09,40.64,5.71,8.78,150.75,310.58
130,100641.38,171.17,3884.46,563.47,0.57,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,6.37,4.72,2.72,144.80,67.63,3.61,5.08,105.79,222.38,3.86,5.42,105.66,222.14,2.91,3.95,77.68,163.26,1.26,1.71,34.36,73.38,0.63,0.87,18.11,39.23,0.71,0.92,18.87,40.23,5.71,8.77,150.96,310.95
131,101269.03,956.69,3222.81,326.60,0.39,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.62,5.53,5.25,2.18,121.80,22.68,3.61,5.06,105.43,221.83,3.86,5.40,105.31,221.60,2.90,3.93,77.32,162.71,1.25,1.69,34.00,72.83,0.63,0.85,17.75,38.68,0.70,0.90,18.52,39.68,5.70,8.75,150.64,310.40
132,101090.96,388.40,3442.82,367.11,0.47,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.93,3.69,3.05,2.83,108.27,58.35,3.60,5.05,105.35,221.59,3.86,5.39,105.23,221.36,2.90,3.93,77.24,162.47,1.25,1.68,33.92,72.59,0.63,0.84,17.67,38.45,0.70,0.90,18.44,39.44,5.70,8.75,150.56,310.16
133,97075.38,619.55,3384.19,184.62,0.43,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.56,5.26,3.14,2.89,162.61,113.11,3.61,5.08,105.70,222.34,3.86,5.42,105.57,222.10,2.91,3.95,77.59,163.21,1.26,1.71,34.27,73.34,0.63,0.86,18.02,39.19,0.71,0.92,18.78,40.18,5.71,8.77,150.91,310.91
134,98546.62,1852.18,3368.99,552.96,0.37,0.39,0.61,0.00,0.00,0.00,0.00,0.00,9.27,1.91,1.54,0.83,156.04,105.24,3.62,5.09,106.02,222.84,3.87,5.43,105.90,222.60,2.91,3.96,77.91,163.72,1.27,1.72,34.59,73.84,0.64,0.88,18.34,39.69,0.71,0.93,19.11,40.69,5.71,8.78,150.74,310.54
135,102730.18,2185.86,3222.39,346.59,0.45,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.95,1.15,0.94,0.43,153.54,121.10,3.61,5.08,105.81,222.42,3.87,5.42,105.68,222.19,2.91,3.95,77.70,163.30,1.26,1.71,34.38,73.42,0.64,0.87,18.13,39.27,0.71,0.93,18.89,40.27,5.71,8.78,150.93,310.94
136,100980.51,1997.21,2919.80,261.84,0.60,0.64,0.36,0.00,0.00,0.00,0.00,0.00,14.37,6.33,4.72,2.26,259.85,98.97,3.60,5.06,105.40,221.59,3.86,5.40,105.27,221.36,2.90,3.93,77.28,162.47,1.25,1.69,33.96,72.59,0.63,0.84,17.71,38.45,0.70,0.90,18.48,39.44,5.70,8.75,150.61,310.16
137,102641.87,1671.95,3086.00,570.71,0.31,0.51,0.49,0.00,0.00,0.00,0.00,0.00,18.00,6.86,2.70,2.38,189.71,103.40,3.60,5.06,105.40,221.69,3.86,5.40,105.27,221.45,2.90,3.93,77.28,162.57,1.25,1.69,33.96,72.69,0.63,0.84,17.71,38.54,0.70,0.90,18.48,39.54,5.70,8.75,150.61,310.26
138,99005.83,554.39,2501.05,184.83,0.37,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.15,0.85,0.59,0.31,166.87,72.85,2.47,3.51,74.88,156.84,2.72,3.85,74.75,156.61,1.76,2.39,46.77,97.72,0.11,0.14,3.45,7.84,1.06,1.46,30.29,63.85,1.77,2.38,48.13,101.61,6.77,10.23,180.26,372.33
139,100104.15,917.77,2372.74,259.20,0.43,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.82,0.98,0.64,0.27,221.08,81.95,2.46,3.51,74.80,156.63,2.72,3.85,74.68,156.40,1.76,2.38,46.69,97.51,0.11,0.14,3.37,7.63,1.06,1.46,30.21,63.64,1.77,2.37,48.05,101.40,6.77,10.22,180.18,372.12
140,102604.09,653.36,2066.86,178.39,0.47,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.62,1.45,1.37,1.44,140.63,67.37,2.51,3.55,75.69,158.98,2.76,3.89,75.56,158.74,1.80,2.42,47.58,99.85,0.15,0.18,4.26,9.98,1.10,1.50,31.10,65.99,1.81,2.41,48.94,103.75,6.81,10.26,181.06,374.47
141,91191.04,836.14,1722.62,312.51,0.54,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.95,3.24,1.99,1.42,143.89,85.55,2.51,3.57,75.54,158.55,2.77,3.91,75.41,158.32,1.81,2.44,47.43,99.43,0.16,0.20,4.11,9.55,1.02,1.40,28.09,59.71,1.73,2.32,45.93,97.47,6.73,10.17,178.06,368.19
142,100216.69,192.98,1717.06,919.33,0.49,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.25,3.23,2.68,1.32,150.59,119.07,1.81,2.59,53.99,113.90,2.06,2.93,53.87,113.66,1.10,1.46,25.88,54.77,0.62,0.87,18.69,40.11,1.69,2.34,49.17,104.32,2.40,3.26,67.01,142.08,7.40,11.11,199.14,412.80
